Golf Course Name,Address,City,State,Golf Course Website,,,,,,,,,,
Red Hawk Golf And Resort-Lakes - Hills Course,"6600 N Wingfield Pkwy, Sparks, NV 89436-8605",Sparks,NV,http://www.theresortatredhawk.com,,,,,,,,,,
Firefly Golf Link,"7795 South Clare Ave., Clare, MI 48617",Clare,MI,http://www.fireflygolflinks.com/,,,,,,,,,,
Elkhorn Valley Golf Club,"410 North Main Street, Hooper, NE 68031",Hooper,NE,http://www.elkhornvalleygolfclub.com/,,,,,,,,,,
Lake Jovita Golf & Country Club - North Course,"12900 Lake Jovita Blvd., Dade City, FL 33525",Dade City,FL,http://www.lakejovita.com,,,,,,,,,,
Teravista Golf Club,"4333 Teravista Club Drive, Round Rock, TX 78665",Round Rock,TX,http://www.teravistagolf.com,,,,,,,,,,
Birkdale Golf Club,"8511 Royal Birkdale Dr, Chesterfield, VA 23832",Chesterfield,VA,http://www.acumengolf.com/,,,,,,,,,,
Panorama Golf Course,"1124 State Route 2023, Clifford Township, PA 18421, Forest City, Pennsylvania 18421",Forest City,Pennsylvania,http://www.panoramagc.com,,,,,,,,,,
Peridia Golf & Country Club,"4950 Peridia Blvd E, Bradenton, FL 34203-4052",Bradenton,FL,http://www.peridiagcc.net,,,,,,,,,,
George Young Golf Course,"424 Young Lane, Gaastra, MI 49927",Gaastra,MI,http://www.georgeyoung.com,,,,,,,,,,
Bent Tree Golf Club,"350 Bent Tree Rd, Sunbury, OH 43074-9638",Sunbury,OH,http://www.benttreegc.com/,,,,,,,,,,
Los Robles Greens Golf Course,"299 S Moorpark Rd, Thousand Oaks, CA 91361",Thousand Oaks,CA,http://www.losroblesgreens.com,,,,,,,,,,
Innsbrook Resort Golf Course,"1 Aspen Circle, Wright City, MO 63390",Wright City,MO,http://www.innsbrook-resort.com,,,,,,,,,,
"Indian Springs Golf Club, CT","132 Mack Rd., Middlefield, CT 06455",Middlefield,CT,http://www.indiansprings-golf.com,,,,,,,,,,
Spruce Creek Country Club,"1900 Country Club Dr, Port Orange, FL 32128-6730",Port Orange,FL,http://www.sprucecreekgolf.com,,,,,,,,,,
"Alta Sierra Country Club, Inc.","11897 Tammy Way, Grass Valley, CA 95949-6626",Grass Valley,CA,http://www.altasierracc.com,,,,,,,,,,
Pipestone Golf Course,"4344 Benner Rd, Miamisburg, OH 45342-4314",Miamisburg,OH,http://www.pipestonegolf.com,,,,,,,,,,
Collins Hill Golf Club,"585 Camp Perrin Rd, Lawrenceville, GA 30043-2410",Lawrenceville,GA,http://www.collinshillgolf.com,,,,,,,,,,
The Bucks Club,"2600 York Rd, Jamison, PA 18929-1044",Jamison,PA,http://www.golfbucks.com,,,,,,,,,,
Walden Golf Club,"1500 Riedel Rd, Crofton, MD 21114-1664",Crofton,MD,http://www.waldencountryclub.com,,,,,,,,,,
Columbus Park Golf Course,"5701 W Jackson Blvd, Chicago, IL 60644",Chicago,IL,http://columbuspark.cpdgolf.com/,,,,,,,,,,
Star Valley View Golf,"1420 South Washington, Afton, WY 83110",Afton,WY,http://www.aftonwyoming.gov/golf.html,,,,,,,,,,
Willow Run Golf Course,"SR 310 & SR 161, Pataskala, OH 43001",Pataskala,OH,http://www.golfwillowrun.com,,,,,,,,,,
Sapelo Hammock Golf Club,"1354 Marshview Drive, Townsend, GA 31331",Townsend,GA,http://www.sapelohammockgolfclub.com/,,,,,,,,,,
Gunters Landing Golf Club,"1000 Gunters Landing Road, Guntersville, AL 35976",Guntersville,AL,http://www.gunterslanding.com/,,,,,,,,,,
Rivers Edge Golf Club,"2000 Arnold Palmer Dr, Shallotte, NC 28470-5260",Shallotte,NC,http://www.river18.com,,,,,,,,,,
Fresh Meadow Golf Course,"2144 S. Wolf Road, Hillside, IL 60162",Hillside,IL,http://freshmeadowgc.com,,,,,,,,,,
Fred Enke Golf Course,"8251 E Irvington Rd, Tucson, AZ 85730-4657",Tucson,AZ,http://www.tucsoncitygolf.com,,,,,,,,,,
Lincoln Park Golf Course,"300 34th Ave, San Francisco, CA",San Francisco,CA,http://lincolnparkgolfcourse.com/Home_Page.php,,,,,,,,,,
Deme Acres Golf Course,"17655 W Albain Rd, Petersburg, MI 49270-9546",Petersburg,MI,http://www.demeacres.com,,,,,,,,,,
Meadows At Middlesex,"70 Hunters Glen Dr, Plainsboro, NJ 08536-2852",Plainsboro,NJ,http://www.mciauth.com,,,,,,,,,,
Foss Park Golf Course,"3124 Argonne Dr, North Chicago, IL 60064-1913",North Chicago,IL,http://www.fossparkgolf.org/,,,,,,,,,,
Westchester Golf Course,"6900 W. Manchester Ave, Los Angeles, CA 90045",Los Angeles,CA,https://www.westchestergc.com/,,,,,,,,,,
Crooked Tree Course,"600 Crooked tree Drive, Bay Harbor, MI 49770",Bay Harbor,MI,http://www.boyne.com/bayharbor/golf/courses/crooked-tree-golf-club,,,,,,,,,,
Queens Harbour Yacht & Country Club,"1131 Queens Harbor Blvd, Jacksonville, FL 32225-4909",Jacksonville,FL,http://www.clubcorp.com/Clubs/Queen-s-Harbour-Yacht-Country-Club/Amenities/Golf,,,,,,,,,,
Oak Harbor Golf Club,"201 Oak Harbor Blvd, Slidell, LA 70458",Slidell,LA,http://www.oakharborgolf.com,,,,,,,,,,
The Course at Aberdeen,"245 Tower Rd, Valparaiso, IN 46385-9283",Valparaiso,IN,http://www.golfataberdeen.com,,,,,,,,,,
Oakwing Golf Club,"2345 Vandenburg Dr, Alexandria, LA",Alexandria,LA,http://www.oakwinggolf.com/,,,,,,,,,,
Harborside International Golf Center - Port Course,"11001 S Doty Ave, Chicago, IL 60628-3800",Chicago,IL,http://www.harborsideinternational.com,,,,,,,,,,
Kings Mill Golf Club,"2500 Berringer Road, Waldo, OH 43356",Waldo,OH,http://www.kingsmillgolf.com,,,,,,,,,,
Emerald Lakes Golf Course,"10651 E. Stockton Blvd, Elk Grove, CA 95624",Elk Grove,CA,http://www.golfemeraldlakes.com/,,,,,,,,,,
Zigfield Troy Par3,"1535 75th St, Woodridge, IL 60517-2611",Woodridge,IL,http://www.zigfieldtroygolf.com,,,,,,,,,,
Mission Mountain Golf Course,"640 Stagecoach Trail, Ronan, MT 59864",Ronan,MT,http://www.golfmissionmountain.com,,,,,,,,,,
Kern River Golf Course,"Lake Ming Dr, Bakersfield, CA 93386",Bakersfield,CA,http://kernrivergolf.com,,,,,,,,,,
Sleepy Hollow CC - Alliance,"374 Homeworth Road, Alliance, OH 44601",Alliance,OH,http://www.alliancesleepyhollow.com,,,,,,,,,,
Burnham Woods Golf Course,"14201 S Burnham Ave, Burnham, IL 60633",Burnham,IL,http://burnhamwoods.forestpreservegolf.com/,,,,,,,,,,
Crystal Lake Golf and Country Club,"100 Crystal Lake Blvd, Hampton, GA 30228-6039",Hampton,GA,http://www.crystallakecc.com,,,,,,,,,,
Minnechaug Golf Club,"16 Fairway Crossing, Glastonbury, CT 06033",Glastonbury,CT,http://www.minnechauggolf.com/,,,,,,,,,,
The Jewel Golf Club,"1900 Clubhouse Dr, Lake City, MN",Lake City,MN,http://jewelgolfclub.com/,,,,,,,,,,
Whitney Oaks,"2305 Clubhouse Drive, Rocklin, CA 95765",Rocklin,CA,http://www.whitneyoaksgolf.com,,,,,,,,,,
Timberlane Golf & Recreation,"1 Timberlane Dr., Gretna, LA 70056",Gretna,LA,http://www.timberlanecc.com/,,,,,,,,,,
The Dragon at Nakoma Golf Resort,"348 Bear Run, Clio, CA",Clio,CA,http://nakomagolfresort.com/,,,,,,,,,,
Lebanon Community Golf & Country Club,"16744 Highway 64, Lebanon, MO 65536",Lebanon,MO,http://www.lebanonmissourigolf.com/,,,,,,,,,,
Beech Creek Golf Course,"1831 Hudepohl Ln, Cincinnati, OH 45231-2333",Cincinnati,OH,http://beechcreekgolfcourse.com/index.htm,,,,,,,,,,
Blue Rock Springs Golf Club - East Course,"655 Columbus Pkwy, Vallejo, CA 94591-9602",Vallejo,CA,http://www.bluerockspringsgolf.com,,,,,,,,,,
Reading Country Club,"5311 Perkiomen Ave, Reading, PA 19606-9600",Reading,PA,http://www.readingcountryclub.com,,,,,,,,,,
Golf Club of Houston,"5860 Wilson Rd, Humble, TX 77396-2488",Humble,TX,http://www.golfclubofhouston.com/,,,,,,,,,,
The Eagles Golf Club - Forest,"16101 9 Eagles Dr, Odessa, FL",Odessa,FL,http://www.eaglesgolf.com/,,,,,,,,,,
Colwood National Golf Club,"7313 NE Columbia Blvd, Portland, OR 97218-3709",Portland,OR,http://www.colwoodgolfclub.com,,,,,,,,,,
Bloomingdale Golf Club,"181 Glen Ellyn Rd, Bloomingdale, IL",Bloomingdale,IL,http://www.bloomingdalegc.com/,,,,,,,,,,
The Claw at USF,"13801 N 46th St., Tampa, FL 33613",Tampa,FL,http://www.theclawatusfgolf.com/,,,,,,,,,,
Hickory Hill Golf Course,"156 Route 17a, Warwick, NY 10990-3526",Warwick,NY,http://www.orangecountygov.com,,,,,,,,,,
Oak Hollow Golf Course,"3005 N McDonald Street, McKinney, TX",McKinney,TX,http://www.oakhollowgolf.com,,,,,,,,,,
Desert Willow Golf Resort - Mountain View Course,"38995 Desert Willow Dr, Palm Desert, CA 92260-1674",Palm Desert,CA,http://www.desertwillow.com/golfnow,,,,,,,,,,
Lakewinds Golf Course,"95 County Road 40, Jacksons Gap, AL 36861-3142",Jacksons Gap,AL,http://www.lakewindsgolf.net,,,,,,,,,,
Greensburg Country Club,"1630 W Park Rd, Greensburg, IN 47240-9062",Greensburg,IN,http://www.greensburgcountryclub.com,,,,,,,,,,
Vista Plantation Golf Club,"48 Plantation Dr, Vero Beach, FL 32966-8030",Vero Beach,FL,http://www.myvistagolf.com/,,,,,,,,,,
Country Lake Golf Course,"21309 Country Lakes Drive, Warrenton, MO 63383-5241",Warrenton,MO,http://www.countrylakegc.com/,,,,,,,,,,
The Course At Wente Vineyards,"5050 Arroyo Rd, Livermore, CA 94550-9645",Livermore,CA,http://www.wentegolf.com,,,,,,,,,,
Mill Creek Golf Club,"128 Cedars Ave, Churchville, NY",Churchville,NY,http://www.millcreekgolf.com/,,,,,,,,,,
Willow Creek Golf Course - Willow Creek Course,"1700 48th St SW, Rochester, MN 55902-1503",Rochester,MN,http://www.wpgolf.com,,,,,,,,,,
Black Mountain Golf Course,"17 Ross Dr, Black Mountain, NC 28711",Black Mountain,NC,http://www.blackmountaingolf.org/index.php,,,,,,,,,,
Delaware Golf Club,"3329 Columbus Pike, Delaware, OH 43015-8963",Delaware,OH,http://www.delawaregolfclub.com,,,,,,,,,,
Lake Jovita Golf & Country Club - South Course,"12900 Lake Jovita Blvd, Dade City, FL 33525-8291",Dade City,FL,http://www.lakejovita.com,,,,,,,,,,
Blackwell Municipal Golf Course,"333 Country Club Ln, Blackwell, OK 74631-6854",Blackwell,OK,http://www.facebook.com/blackwellgolfcourse/,,,,,,,,,,
Hawthorne Hills Golf Course,"4720 County Trunk I, Saukville, WI 53080",Saukville,WI,http://www.co.ozaukee.wi.us/planningparks/HawthornePark_Main.htm,,,,,,,,,,
Lindsborg Golf Course,"1541 Svensk Rd, Lindsborg, KS 67456",Lindsborg,KS,http://www.lindsborgcity.org/,,,,,,,,,,
Clustered Spires Golf Course,"8415 Gas House Pike, Frederick, MD 21701",Frederick,MD,http://www.clusteredspiresgolf.com,,,,,,,,,,
High Bridge Hills Golf Club,"203 Cregar Road, High Bridge, NJ 08829",High Bridge,NJ,http://www.highbridgehills.com,,,,,,,,,,
Normandie Golf Club,"7605 Saint Charles Rock Rd, Saint Louis, MO 63133-1319",Saint Louis,MO,http://www.normandiegolf.com,,,,,,,,,,
Cumberland Trail Golf Course,"8244 Columbia Rd SW, Pataskala, OH 43062-9290",Pataskala,OH,http://www.cumberlandtrailgc.com,,,,,,,,,,
Coral Oaks Golf Course,"1800 NW 28th Ave, Cape Coral, FL 33993",Cape Coral,FL,http://www.capecoral.net/coraloak/index.php,,,,,,,,,,
Cedar Ridge Golf Course | Cedar Ridge,"34 Drabik Rd, East Lyme, CT 06333-1213",East Lyme,CT,http://www.cedarridgegolf.com,,,,,,,,,,
The Omni Grove Park Inn,"290 Macon Ave, Country Club Pro Shop, Asheville, NC 28804",Asheville,NC,http://www.groveparkinn.com,,,,,,,,,,
Connecticut National Golf Club,"136 Chase Rd, Putnam, CT 06260",Putnam,CT,http://www.ctnationalgolf.com,,,,,,,,,,
Applewood Golf Course,"6130 Story Mill Rd, Keysville, GA 30816",Keysville,GA,http://applewoodga.com,,,,,,,,,,
Pinch Brook Golf Club,"234 Ridgedale Ave, Florham Park, NJ 07932-1348",Florham Park,NJ,http://www.morrisparks.net,,,,,,,,,,
Hickory Creek Golf Club,"3625 Napier Rd, Ypsilanti, MI 48198",Ypsilanti,MI,http://www.hickorycreekgolf.com,,,,,,,,,,
Majestic Springs Golf Course,"1631 Todds Fork Rd, Wilmington, OH 45177-9269",Wilmington,OH,http://www.majesticsprings.com,,,,,,,,,,
Wapicada,"4498 15th St NE, Sauk Rapids, MN 56379-9612",Sauk Rapids,MN,http://www.wapicada.com,,,,,,,,,,
The Ridge At Castle Pines North,"1414 Castle Pines Pkwy, Castle Pines, CO 80108-8228",Castle Pines,CO,http://www.theridgecpn.com,,,,,,,,,,
Cimarron National Golf Course,"500 Duffys Way, Guthrie, OK 73044",Guthrie,OK,http://www.cimarronnational.com/,,,,,,,,,,
Bridlewood Golf Club,"4000 Windsor Dr, Flower Mound, TX 75028-1592",Flower Mound,TX,http://www.bridlewoodgolf.com,,,,,,,,,,
Treasure Hills Golf Club,"3009 N Augusta National Dr, Harlingen, TX 78550",Harlingen,TX,https://www.facebook.com/pages/treasure-hills-golf-club/155151504522497,,,,,,,,,,
Camaloch Golf Club,"326 NE Camano Dr, Camano Island, WA 98282-8790",Camano Island,WA,http://www.camalochgolf.com,,,,,,,,,,
University Club - Wildcat,"4850 Leestown Road, Lexington, KY",Lexington,KY,http://www.uclubkentucky.com/,,,,,,,,,,
Winnapaug Golf & Country Club,"184 Shore Rd, Westerly, RI 02891",Westerly,RI,http://www.winnapaugcountryclub.com,,,,,,,,,,
River Bend Golf Club,"5900 State Route 53, Lisle, IL 60532-3104",Lisle,IL,http://www.riverbendgolfclub.org/,,,,,,,,,,
Limerick Golf Club,"765 N Lewis Rd, Limerick, PA 19468-1307",Limerick,PA,http://www.limerickgolfclub.com,,,,,,,,,,
Hawaii Kai Golf Course | Championship Course,"8902 Kalanianaole Hwy, Honolulu, HI 96825-2821",Honolulu,HI,http://www.hawaiikaigolf.com,,,,,,,,,,
Prairie du Chien,"38485 U.S. Highway 18, Prairie du Chien, WI","Prairie du Chien,",WI,http://www.pdccountryclub.com/,,,,,,,,,,
The Golf Club At Mansion Ridge,"1292 Orange Tpke, Monroe, NY 10950-5600",Monroe,NY,http://www.mansionridge.com,,,,,,,,,,
Shambolee Golf Course,"442 South Shore Road, Petersburg, IL 62675",Petersburg,IL,http://www.shamboleegolfclub.com,,,,,,,,,,
Mesa Del Sol Golf Club,"12213 Calle Del Cid, Yuma, AZ 85367",Yuma,AZ,http://playmesadelsol.com/,,,,,,,,,,
Mission Inn Resort & Club - Las Colinas,"10400 County Road 48, Howey-in-the-Hills, FL",Howey-in-the-Hills,FL,http://www.missioninnresort.com,,,,,,,,,,
Harbour Pointe Golf Course,"1105 Barkentine Drive, New Bern, NC 28560",New Bern,NC,http://www.harbourpointegolfclub.com/,,,,,,,,,,
Industry Hills Golf Club - Eisenhower Course,"1 Industry Hills Parkway, City of Industry, CA 91744",City of Industry,CA,http://www.ihgolfclub.com,,,,,,,,,,
Quarry Pines Golf Club,"8480 N Continental Links Dr, Tucson, AZ 85743-8587",Tucson,AZ,http://www.playthepines.com,,,,,,,,,,
Hilltop Golf Course,"47000 Powell Road, Plymouth, MI 48170",Plymouth,MI,http://www.hilltopgc.com/index.php,,,,,,,,,,
Fairwinds Golf Course,"4400 Fairwinds Dr, Fort Pierce, FL 34946",Fort Pierce,FL,http://www.stlucieco.gov/fairwinds/,,,,,,,,,,
Smock Golf Course,"3910 E County Line Rd, Indianapolis, IN 46237-9317",Indianapolis,IN,http://smockgolf.com/,,,,,,,,,,
Sugar Creek Golf Course,"2706 Bouldercrest Rd SE, Atlanta, GA 30316-4812",Atlanta,GA,http://www.sugarcreekgc.com/,,,,,,,,,,
Gleneagles Golf Course,"2100 Sunnydale Ave, San Francisco, CA 94134",San Francisco,CA,http://gleneaglesgolfsf.com,,,,,,,,,,
Denham Springs Country Club,"9852 Country Club Dr, Denham Springs, LA",Denham Springs,LA,http://www.golflink.com/golf-courses/course.aspx?course=444045,,,,,,,,,,
Lake Cushman,"210 West Fairway Dr, Hoodsport, WA 98548",Hoodsport,WA,http://www.lakecushmangolfcourse.com,,,,,,,,,,
Far Oaks Golf Club,"419 Old Collinsville Rd, Caseyville, IL 62232-2417",Caseyville,IL,http://www.faroaksgolfclub.com,,,,,,,,,,
Terra Ceia Bay Country Club,"2802 Terra Ceia Bay Blvd, Palmetto, FL 34221",Palmetto,FL,http://www.terraceiabay.com,,,,,,,,,,
Gardner Golf Course,"15810 S Gardner Road, Gardner, KS 66030-9446",Gardner,KS,http://www.gardnergolf.com/,,,,,,,,,,
Bear Creek Golf Club,"158 Bear Creek Dr, Wentzville, MO 63385-3355",Wentzville,MO,http://www.bearcreekgolf.com,,,,,,,,,,
Faribault Golf Club,"1700 17th Street NW, Faribault, MN 55021",Faribault,MN,http://www.faribaultgolf.com,,,,,,,,,,
Arbor Hills Country Club,"1426 Arbor Hills Rd, Jackson, MI 49201-8944",Jackson,MI,http://www.arborhillsgolfclub.com/,,,,,,,,,,
Cherry Island Golf Course,"2360 Elverta Rd, Elverta, CA 95626-9734",Elverta,CA,http://www.golfcherryisland.com,,,,,,,,,,
Eagle Valley Golf Course - West,"3999 Centennial Park Dr., Carson City, NV 89706",Carson City,NV,http://www.eaglevalleygolf.com,,,,,,,,,,
Dayton Ridge Golf Club | Dayton Ridge,"3076 E 18th Rd, Ottawa, IL 61350-9560",Ottawa,IL,http://www.facebook.com/pages/Dayton-Ridge-Golf-ClubClubhouse-Pub-and-Grille/174471965898088,,,,,,,,,,
The Vineyard At Escondido,"925 San Pasqual Rd, Escondido, CA 92025-7622",Escondido,CA,http://www.vineyardatescondido.com,,,,,,,,,,
Lake Arrowhead - Lakes Course,"1195 Apache Ln, Nekoosa, WI 54457",Nekoosa,WI,http://www.lakearrowheadgolf.com,,,,,,,,,,
Macoby Run Golf Course,"5275 McLean Station Rd, Green Lane, PA 18054-2143",Green Lane,PA,http://www.macobyrun.com,,,,,,,,,,
Shadowood Golf Course,"333 North Sandy Creek Drive, Seymour, IN 47274",Seymour,IN,http://www.shadowoodgolf.com,,,,,,,,,,
Miami Shores Country Club,"10000 Biscayne Blvd., Miami Shores, FL 33138",Miami Shores,FL,http://www.miamishoresgolf.com/,,,,,,,,,,
Cypress Ridge,"780 Cypress Ridge Parkway, Arroyo Grande, CA 93420",Arroyo Grande,CA,http://www.cypressridge.com,,,,,,,,,,
The Foothills Golf Club,"2201 E Clubhouse Dr, Phoenix, AZ 85048-8600",Phoenix,AZ,http://www.thefoothillsgc.com,,,,,,,,,,
Lexington Oaks Golf Club,"26133 Lexington Oaks Blvd., Wesley Chapel, FL 33544",Wesley Chapel,FL,http://www.lexoaks.com/,,,,,,,,,,
Cedar Ridge Golf Course,"1225 Barlow Two Taverns Rd, Gettysburg, PA 17325-7039",Gettysburg,PA,http://www.cedarridgegc.com/,,,,,,,,,,
Costa Mesa Country Club | Los Lagos,"1701 Golf Course Dr, Costa Mesa, CA 92626-5049",Costa Mesa,CA,http://www.costamesacountryclub.com,,,,,,,,,,
Tri-Cities Golf Club,"2354 Feathers Chapel Rd, Blountville, TN",Blountville,TN,http://www.tricitiesgc.com/,,,,,,,,,,
Lucky Hills Golf Course Inc.,"136 Warren Rd, Franklin, PA 16323-6444",Franklin,PA,,,,,,,,,,,
Tahoe Paradise Golf Course,"3021 US Hwy 50, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,http://www.tahoeparadisegc.com,,,,,,,,,,
Fairway Hills Golf Club,"5100 Columbia Rd, Columbia, MD 21044-1888",Columbia,MD,https://www.columbiaassociation.org/facilities/golf/fairway-hills-golf-club/,,,,,,,,,,
Longhills Golf Club,"327 Highway 5 N, Benton, AR 72019-8554",Benton,AR,http://www.lindseymanagement.com/cgi-bin/search.cgi?state=arkansas&city=benton&type=golf,,,,,,,,,,
Belle Fourche Country Club,"10941 Sd Highway 34, Belle Fourche, SD 57717-6152",Belle Fourche,SD,http://www.bellefourchecountryclub.com,,,,,,,,,,
Sunset Hills Golf Course,"5000 Sunset Dr, Guymon, OK 73942",Guymon,OK,http://www.sunsethillsgolfclub.com,,,,,,,,,,
El Prado Golf Course | Chino Creek,"6555 Pine Ave, Chino, CA 91708-9163",Chino,CA,http://www.elpradogolfcourses.com,,,,,,,,,,
Indian Springs Metropark Golf Course,"5100 Indian Trail, White Lake, MI 48386-1112",White Lake,MI,http://golf.metroparks.com,,,,,,,,,,
Coral Canyon Golf Course,"1925 N Canyon Greens Dr, Washington, UT 84780-1857",Washington,UT,http://www.coralcanyongolf.com,,,,,,,,,,
Belterra Golf Club,"777 Belterra Dr, Florence, IN 47020-9432",Florence,IN,http://www.belterracasino.com,,,,,,,,,,
Cimarron Golf Club,"17100 West Clearview Blvd, Surprise, AZ 85374",Surprise,AZ,http://www.grandinfo.com,,,,,,,,,,
Desert Springs Golf Club | Valley,"74855 Country Club Dr, Palm Desert, CA 92260-1961",Palm Desert,CA,http://www.desertspringsresort.com,,,,,,,,,,
The Reserve at Spanos Park,"6301 West Eight Mile Road, Stockton, CA 95219",Stockton,CA,http://www.thereserve.americangolf.com,,,,,,,,,,
Downing Farms Golf Course,"8249 7 Mile Rd, Northville, MI 48167",Northville,MI,http://www.downingfarmsgolf.com/,,,,,,,,,,
Monterey Park Golf Course,"3600 W Ramona Blvd, Monterey Park, CA 91754-2104",Monterey Park,CA,http://www.montereyparkgolfclub.com/,,,,,,,,,,
Olivas Links Golf Course - Oliva Links Golf Course,"3750 Olivas Park Drive, Ventura, CA 93001-4324",Ventura,CA,http://www.olivaslinks.com,,,,,,,,,,
North Hills Golf Course,"1450 N Center St, Corry, PA 16407-8547",Corry,PA,http://www.northhillsgolf.com,,,,,,,,,,
Doe Valley Golf Club,"540 Valley Greens Rd, Brandenburg, KY 40108-8102",Brandenburg,KY,http://www.doevalleygolf.com,,,,,,,,,,
Linden Hall Golf Course,"432 Linden Hall Rd, Dawson, PA 15428-1046",Dawson,PA,http://www.lindenhallpa.com,,,,,,,,,,
Chicopee Country Club,"1290 Burnett Rd, Chicopee, MA 01020-4613",Chicopee,MA,http://www.chicopeema.gov/page.php?id=82,,,,,,,,,,
Makalei Golf Club,"72-3890 Hawaii Belt Rd, Kailua Kona, HI 96740-9183",Kailua Kona,HI,http://www.makalei.com,,,,,,,,,,
Bunker Hill Golf Course,"2200 Bunker Hill Rd, Dubuque, IA 52001-3010",Dubuque,IA,http://www.cityofdubuque.org,,,,,,,,,,
Carriage Greens Country Club,"8700 Carriage Green Dr, Darien, IL 60561-5313",Darien,IL,http://www.carriagegreens.com,,,,,,,,,,
Tierra Verde Golf Club,"7005 Golf Club Dr, Arlington, TX 76001-2815",Arlington,TX,http://www.arlingtongolf.com,,,,,,,,,,
Mission Inn Resort & Club | El Campeon Golf Course,"10400 County Road 48, HOWEY IN THE HILLS, FL 34737",HOWEY IN THE HILLS,FL,http://www.missioninnresort.com,,,,,,,,,,
Willow Creek Golf & Country Club,"205 Sandy Run Dr, Greer, SC 29651-7410",Greer,SC,http://www.willow-creekgolf.com,,,,,,,,,,
Blackberry Trail Golf Course,"112 Clubhouse Dr, Florence, AL 35630-8922",Florence,AL,http://www.florenceal.org,,,,,,,,,,
Green Garden Country Club | Gold,"9511 W Manhattan Monee Rd, Frankfort, IL 60423-8011",Frankfort,IL,http://www.greengardencc.com,,,,,,,,,,
"Sunland Village Golf Club, Inc.","725 S Rochester, Mesa, AZ 85206-2138",Mesa,AZ,http://www.sunlandvillagegolfcourse.com/,,,,,,,,,,
Manakiki Golf Course,"35501 Eddy Rd, Willoughby, OH 44094",Willoughby,OH,http://www.clevelandmetroparks.com/Golf/Golf-Courses/Manakiki-Golf-Course-1.aspx,,,,,,,,,,
Clover Valley Golf Club,"8644 Johnstown-Alexandria Rd., Johnstown, OH 43031",Johnstown,OH,http://www.clovervalleygolfclub.com,,,,,,,,,,
Ironhorse Golf Club,"2000 Iron Horse Dr, Tuscola, IL 61953-9247",Tuscola,IL,http://www.ironhorsegc.com,,,,,,,,,,
Johnson Park Golf Course,"6200 Northwestern Ave, Racine, WI 53406-1349",Racine,WI,http://www.racinegolfonline.com,,,,,,,,,,
Country Club of South Carolina,"3525 McDonald Blvd, Florence, SC 29506-8330",Florence,SC,http://www.countryclubsc.com,,,,,,,,,,
Brookshire Inn & Golf Club,"205 W Church St, Williamston, MI 48895-1121",Williamston,MI,http://www.brookshiregolfclub.com,,,,,,,,,,
Forest Oaks Golf Club,"144 Lucerne Lakes Blvd, Lake Worth, FL 33467",Lake Worth,FL,https://www.forestoaksgc.com/,,,,,,,,,,
Michigan City Golf Course - South,"4000 E Michigan Blvd, Michigan City, IN 46360",Michigan City,IN,http://www.michigancitygolfcourse.com,,,,,,,,,,
Apache Creek Golf Club,"3401 S Ironwood Dr, Apache Junction, AZ 85220-7116",Apache Junction,AZ,http://www.apachecreekgolfclub.com/,,,,,,,,,,
Franklin County Country Club,"11058 Country Club Rd., West Frankfort, IL 62896",West Frankfort,IL,http://www.countryclubofsouthernillinois.com,,,,,,,,,,
Cedardell Golf Club,"14264 S. Hale St., Plano, IL 60545",Plano,IL,http://www.cedardellgolfclub.com/,,,,,,,,,,
Jekyll Island Golf Club - Pine Lakes Course,"322 Captain Wylly Rd, Jekyll Island, GA 31527-0813",Jekyll Island,GA,http://www.golf.jekyllisland.com,,,,,,,,,,
Mississippi National - Highlands,"409 Golf Links Dr, Red Wing, MN",Red Wing,MN,http://www.golfredwing.com/,,,,,,,,,,
Siena Golf Club,"10575 Siena Monte Ave, Las Vegas, NV 89135-2433",Las Vegas,NV,http://www.sienagolfclub.com,,,,,,,,,,
La Quinta Resort & Club® - Mountain Course,"50200 Avenida Vista Bonita, La Quinta, CA 92253-2600",La Quinta,CA,http://www.laquintaresort.com,,,,,,,,,,
Riverlands Golf & Country Club,"500 Fairway Dr, La Place, LA 70068",La Place,LA,http://www.riverlandscountryclub.com/,,,,,,,,,,
Meadowbrook Park Golf Course,"1300 Dugan St, Arlington, TX 76010-2001",Arlington,TX,http://www.arlingtongolf.com,,,,,,,,,,
Tamarack Golf Club,"24032 Royal Worlington Drive, Naperville, IL 60564",Naperville,IL,http://www.tamarackgc.com,,,,,,,,,,
Sunset Valley Golf Course,"47 W Sunset Rd, Pompton Plains, NJ 07444-1104",Pompton Plains,NJ,https://www.sunsetvalleygc.com/,,,,,,,,,,
Mud Run Golf Course & Driving Range,"2000 S Hawkins Ave, Akron, OH 44314-2530",Akron,OH,http://www.golfakroncity.com/,,,,,,,,,,
IMA Brookwood Golf Course,"6045 Davison Rd, Burton, MI 48509-1663",Burton,MI,http://www.brookwoodgolfclub.com,,,,,,,,,,
Indian River Golf Club,"3301 Chippewa Beach Rd, Indian River, MI 49749-9750",Indian River,MI,http://www.indianrivergolfclub.com,,,,,,,,,,
Eagle Creek Golf Club,"10350 Emerson Lake Boulevard, Orlando, FL 32832",Orlando,FL,http://www.eaglecreekgolf.info,,,,,,,,,,
Heritage Plantation,"862 Heritage Dr, Pawleys Island, SC",Pawleys Island,SC,http://www.heritageplantation.com/home.asp,,,,,,,,,,
